review_id,author_name,author_url,rating,date,text,local_guide,likes,images
Ci9DQUlRQUNvZENodHljRjlvT2tsdWRtcE9VVFZxVjNoZlNrbHVkbTVHT0hseGVHYxAB,Caroline Newton,,5.0,,"Un séjour parfait du début à la fin

Nous avons séjourné au Grand Focus Hotel à Szczecin pendant une nuit en octobre 2025 et avons été très impressionnés dès notre arrivée. Nous célébrions un anniversaire spécial et avons été ravis de recevoir un surclassement gratuit d'une chambre twin standard à un magnifique appartement. C'était un geste tellement attentionné qui a rendu notre voyage très spécial.

Nous sommes arrivés plus tôt que prévu après un vol très matinal et avons été accueillis immédiatement avec un enregistrement anticipé, ce qui a été très apprécié. Le hall est élégant, agréablement parfumé et instantanément accueillant. Le gentleman à la réception était poli, professionnel et amical, mettant le ton pour le reste de notre séjour.

L'appartement était impeccable, moderne et vraiment spacieux, avec deux salles de bains, des produits de toilette Rituals, une machine à café et des collations de bienvenue. Le bar avait une excellente sélection de boissons à de bons prix, et bien que nous n'ayons pas mangé au restaurant, il semblait animé et la nourriture avait l'air excellente.

L'emplacement est idéal, à seulement cinq minutes des principales gares ferroviaire et routière, parfait pour explorer la ville. Tout le personnel que nous avons rencontré était professionnel, courtois et amical. Nous recommandons vivement cet hôtel. Nous sommes partis en souhaitant être restés plus longtemps mais nous reviendrons sans aucun doute.",,0,https://lh3.googleusercontent.com/a-/ALV-UjWxbFTng3V6ualv3z1U7pnfSWuWZ-w6WiWphIUxWlheODVLUcri=s800
ChZDSUhNMG9nS0VOVzlvOFctbWNHQVB3EAE,franciner763,,5.0,,"Séjour de 3 nuits avec mon mari et ma fille, rien à redire sur l'endroit. Juste en face d'un arrêt de tram, à deux pas de",,0,https://lh3.googleusercontent.com/local-reviews/AJMZ0QcHwNVAhBufoo8LY9QJgA36LV2aF6lX0w2qy06Hm3sGcN-ZkjMp1R8g7n5EAkUzVe_g3g=s800
ChZDSUhNMG9nS0VJQ0FnTUNnNllXbWR3EAE,Trip.com Member,,5.0,,"L'hôtel était exceptionnellement beau, propre et moderne. Le personnel était incroyablement amical et serviable, rendant notre séjour",,0,https://lh3.googleusercontent.com/local-reviews/AJMZ0QeCck1CfANpZm9bBk3PHtP97Kh9k25HZfvq9yAWlN3BaIyjSHUPEfWkhAJmuYiJsH-_6g=s800
ChZDSUhNMG9nS0VJWDZtWVhuMWMzQlVREAE,Desiree1963,,5.0,,"J'étais à Szczecin pour la première fois ce mois-ci. En m'enregistrant, la dame à la réception m'a donné un surclassement parce que",,0,https://lh3.googleusercontent.com/local-reviews/AJMZ0Qczn4VDfUM6-AtEt-6oaNazFa-i9Fy6kqPVfGIlPil6vJulEYyK8t930jZwOW4hD80mzw=s800
Ci9DQUlRQUNvZENodHljRjlvT2xFM2NsTjNjamhSVWxkMlJTMDFSVU55YlRKSWQwRRAB,Adel,,5.0,,"Séjour merveilleux ! Le personnel était très amical et serviable, et notre chambre était d'une propreté impeccable. L'hôtel lui-même est dans un bâtiment historique magnifiquement restauré, alliant charme ancien et confort moderne. Le restaurant était un véritable point fort — une nourriture incroyable et une excellente ambiance. Hautement recommandé !",,0,https://lh3.googleusercontent.com/a/ACg8ocKyYu_t663eA1kTEoB_k2LVohk7Ip4JtLfPtqvOVbGemflNN-4=s800
Ci9DQUlRQUNvZENodHljRjlvT2xoVVpHUk9TbDlxVEVsck1FaHdXa2d0U0VOelpIYxAB,Alex Lytle,,5.0,,"L'hôtel était magnifique, le personnel était très serviable et amical, et le petit-déjeuner était délicieux. Notre chambre avait également une belle vue. L'hôtel est à quelques pas de la gare principale.",,0,https://lh3.googleusercontent.com/a-/ALV-UjWZ1Et_U5CO-dRKQt-9PyQUEifLbvqMakkaulIN3LTSFzq8vmUB=s800
Ci9DQUlRQUNvZENodHljRjlvT21keWFEaEVWVGxuU0dsM01FaGplbVZaVEdWeE9XYxAB,Robert,,5.0,,"Le Grand Focus Hotel à Szczecin est un hôtel confortable, bien situé dans le centre-ville, avec des chambres modernes, un personnel amical et de bonnes commodités. Un excellent choix pour les séjours d'affaires et de loisirs.",,0,https://lh3.googleusercontent.com/a-/ALV-UjVz-o3jn5GHZY6Y50NIMgxdCNMYGsyUFtBgqmDituTEUuZpFPgz=s800
Ci9DQUlRQUNvZENodHljRjlvT2s5Q1JHbzVOaTE2VFZaR2FrZG1UeTF2WW14bFFVRRAB,alex,,5.0,,"Bel hôtel. Très propre et assez nouveau. La situation de sommeil est correcte, la douche est très bonne et le petit-déjeuner était très bon pour un petit-déjeuner buffet. Ils avaient toutes sortes de choses à mâcher. Le personnel est extrêmement gentil et efficace et tous les équipements sont de bonne qualité, etc.",,0,https://lh3.googleusercontent.com/a-/ALV-UjUJHGRM_B8VvLdRhuJncgMBO0IHbQZRu1gZp6hhHhu-VkXc9T0=s800
Ci9DQUlRQUNvZENodHljRjlvT2tWV2JERmtaV05wTm5KalRqVlJkRkZTVkVwYVpGRRAB,Marcel Liebetrau,,5.0,,Nous avons passé un bon séjour et avons reçu de bons conseils et recommandations pour une très bonne visite de la ville de Stetin de Vukasz. Il a également préparé de délicieux cocktails Whiskey Sour pour nous.,,0,https://lh3.googleusercontent.com/a-/ALV-UjVMbygvQSrpmm0Gn4Grvb0n6GRW4eMyb-fqQ-m_ByL-ydEL2h99=s800
Ci9DQUlRQUNvZENodHljRjlvT20wMFZUUkpTVTFKVEhVNU56YzFOMnh0Y2xKUVQzYxAB,Cindy Coffa,,3.0,,"L'hôtel est propre et situé dans un joli quartier. Le personnel est très amical. On avait l'impression d'être dans un hôtel senior. Ce que vous voyez n'est pas ce que vous obtenez. Je n'ai reconnu rien des photos sur Internet, à part la porte d'entrée. Ma chambre et ma salle de bain étaient vieillissantes et il n'y avait pas de climatisation. Mais pendant le petit-déjeuner, il y avait des sandwiches à emporter, ce que je trouve être un très joli geste.",,0,https://lh3.googleusercontent.com/a/ACg8ocIf51ICcP2aje8Kk4YSASu9gEMCXtg5epNLOQxqZqFyGkjwsA=s800
ChZDSUhNMG9nS0VJWHQwYS1YNjRmcWV3EAE,Cruiser31565755557,,5.0,,"L'emplacement est excellent, la chambre est propre et au design très agréable, le service est très bon, le personnel est poli et aimable. Le rapport qualité-prix est juste.",,0,https://lh3.googleusercontent.com/local-reviews/AJMZ0QeYuXGoFc9HnT35lAJ46cKDIsHY7nNIKUKz_f8yINNlqyrU48jCx-4ctPzihRKgde030w=s800
Ci9DQUlRQUNvZENodHljRjlvT2xsWWNGZGxXRm8yTkdwaVJsbFpjMEZTTTNObWRGRRAB,Robert Bowie,,5.0,,"Dans l'ensemble, excellent, un petit point négatif est que le lit double était composé de deux lits simples réunis avec deux couettes simples, il aurait dû y avoir une couette double, mais sinon, fantastique.",,0,https://lh3.googleusercontent.com/a-/ALV-UjWMMQodu8Iye32yDn3LgtMZaImhzRAjS3b7-DjrxFQ-Usmoin4mNw=s800
ChZDSUhNMG9nS0VJQ0FnTURvNzRmRVVREAE,Victorianlad,,5.0,,"Bien qu'il y ait des escaliers à négocier depuis Szczecin Glowny (gare principale), cet hôtel est proche.||La réception de l'hôtel",,0,https://lh3.googleusercontent.com/local-reviews/AJMZ0QewvQXK08PhtQgCu1fT7TcdWcgcaXdOmFk48xW5xlmLo-Eqy0UOp2YqveGvl0etYz5BzA=s800
ChdDSUhNMG9nS0VJQ0FnTURJb3VIbXB3RRAB,Joshua Lightowler,,3.0,,"L'hôtel est génial, avec de superbes installations, un bon emplacement, un bon petit-déjeuner, un sauna et un parking. Les chambres sont de bonne qualité.
Ce qui m'a déçu, c'est que j'ai séjourné dans une chambre pendant 3 nuits et que le service de nettoyage n'a pas nettoyé ma chambre une seule fois, cela me semble étrange pour un hôtel.",,0,https://lh3.googleusercontent.com/a-/ALV-UjUejmLDfhB1Ddyt3v0UBEs76pu8Yir9EPPwD0QH4xYqleErw-I=s800
Ci9DQUlRQUNvZENodHljRjlvT2xaS1kyUmFPRmxUYkU5T09HOHlhR3BTYnpOV2IyYxAB,Arune Jasiulionyte,,4.0,,"Tout est super, mais s'il vous plaît, moins de parfums dans l'air… c'est étouffant et provoque des allergies.",,0,https://lh3.googleusercontent.com/a-/ALV-UjXcF1VKM6FH-lRkUw5ajY7nadnrgI-uBN7B_IXZMLPVAlyj_TtX=s800
ChZDSUhNMG9nS0VJQ0FnSURUN01pbEl3EAE,Max Bashyrov,,3.0,,"À chaque visite, cela devient de pire en pire.
Ma première fois (voyage privé) était 5 étoiles.
Le personnel de nettoyage touche ou jette même vos affaires, ""vérifie"" le réfrigérateur pendant que vous êtes absent.
Les réfrigérateurs ne refroidissent pas du tout, d'ailleurs.
L'attitude de certains réceptionnistes laisse également beaucoup à désirer.",,0,https://lh3.googleusercontent.com/a-/ALV-UjVOhpSmcwVQlQ2st-vz3NZx2N5syB9q1nsunlDAT_efloikLL4b=s800
ChdDSUhNMG9nS0VJQ0FnTURvai1tMDFRRRAB,KonradB234,,1.0,,"Au lieu d'un lit double, j'ai reçu une chambre avec deux lits simples poussés ensemble. Pendant la nuit, les matelas se déplaçaient.",,0,https://lh3.googleusercontent.com/local-reviews/AJMZ0QdCjMUwIiBikRhCLHgN_0vyGAo1GvT8DEukiKQb1ujC_eFsFjYrQ0OvLoSxPtqmCdgvFA=s800
